color,coordinates,milgeo:meta:color,milgeo:meta:creator,milgeo:meta:creator_orig,milgeo:meta:creator_url,milgeo:meta:desc,milgeo:meta:icon,milgeo:meta:name,milgeo:meta:observation_datetime,name,observation_datetime,outline-color,sidc
"255,0,0,1",POINT (37.6836897 48.3512696),"[""red""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.2""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u0430\u043b\u0435\u043a\u0441\u0430\u043d\u0434\u0440\u043e\u043f\u043e\u043b\u044c"", ""40""]","""2025-04-15T20:51:38""",40,2025-04-15T20:51:38,,10016600006099000000
"255,0,0,1",POINT (37.6740753 48.3523487),"[""red""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.2""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u0430\u043b\u0435\u043a\u0441\u0430\u043d\u0434\u0440\u043e\u043f\u043e\u043b\u044c"", ""15""]","""2025-04-15T20:52:24""",15,2025-04-15T20:52:24,,10016600006099000000
"255,0,0,1",POINT (37.6738217 48.3526793),"[""red""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.2""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u0430\u043b\u0435\u043a\u0441\u0430\u043d\u0434\u0440\u043e\u043f\u043e\u043b\u044c"", ""14""]","""2025-04-15T20:52:28""",14,2025-04-15T20:52:28,,10016600006099000000
"255,0,0,1",POINT (37.6744732 48.353693),"[""red""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.2""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u0430\u043b\u0435\u043a\u0441\u0430\u043d\u0434\u0440\u043e\u043f\u043e\u043b\u044c"", ""13""]","""2025-04-15T20:52:34""",13,2025-04-15T20:52:34,,10016600006099000000
"255,0,0,1",POINT (37.6732902 48.3606967),"[""red""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.2""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u0430\u043b\u0435\u043a\u0441\u0430\u043d\u0434\u0440\u043e\u043f\u043e\u043b\u044c"", ""1""]","""2025-04-15T20:53:05""",1,2025-04-15T20:53:05,,10016600006099000000
"255,0,0,1",POINT (37.6728512 48.3605727),"[""red""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.2""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u0430\u043b\u0435\u043a\u0441\u0430\u043d\u0434\u0440\u043e\u043f\u043e\u043b\u044c"", ""2""]","""2025-04-15T20:53:10""",2,2025-04-15T20:53:10,,10016600006099000000
"255,0,0,1",POINT (37.6729958 48.3603064),"[""red""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.2""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u0430\u043b\u0435\u043a\u0441\u0430\u043d\u0434\u0440\u043e\u043f\u043e\u043b\u044c"", ""3""]","""2025-04-15T20:53:16""",3,2025-04-15T20:53:16,,10016600006099000000
"255,0,0,1",POINT (37.67304 48.3600413),"[""red""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.2""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u0430\u043b\u0435\u043a\u0441\u0430\u043d\u0434\u0440\u043e\u043f\u043e\u043b\u044c"", ""4""]","""2025-04-15T20:53:21""",4,2025-04-15T20:53:21,,10016600006099000000
"255,0,0,1",POINT (37.6731896 48.3597127),"[""red""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.2""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u0430\u043b\u0435\u043a\u0441\u0430\u043d\u0434\u0440\u043e\u043f\u043e\u043b\u044c"", ""5""]","""2025-04-15T20:53:25""",5,2025-04-15T20:53:25,,10016600006099000000
"255,0,0,1",POINT (37.6733773 48.3592643),"[""red""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.2""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u0430\u043b\u0435\u043a\u0441\u0430\u043d\u0434\u0440\u043e\u043f\u043e\u043b\u044c"", ""6""]","""2025-04-15T20:53:31""",6,2025-04-15T20:53:31,,10016600006099000000
"255,0,0,1",POINT (37.6734556 48.3589984),"[""red""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.2""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u0430\u043b\u0435\u043a\u0441\u0430\u043d\u0434\u0440\u043e\u043f\u043e\u043b\u044c"", ""7""]","""2025-04-15T20:53:34""",7,2025-04-15T20:53:34,,10016600006099000000
"255,0,0,1",POINT (37.6742712 48.3582013),"[""red""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.2""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u0430\u043b\u0435\u043a\u0441\u0430\u043d\u0434\u0440\u043e\u043f\u043e\u043b\u044c"", ""8""]","""2025-04-15T20:53:41""",8,2025-04-15T20:53:41,,10016600006099000000
"255,0,0,1",POINT (37.6747117 48.3576484),"[""red""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.2""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u0430\u043b\u0435\u043a\u0441\u0430\u043d\u0434\u0440\u043e\u043f\u043e\u043b\u044c"", ""9""]","""2025-04-15T20:53:47""",9,2025-04-15T20:53:47,,10016600006099000000
"255,0,0,1",POINT (37.6747288 48.3573779),"[""red""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.2""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u0430\u043b\u0435\u043a\u0441\u0430\u043d\u0434\u0440\u043e\u043f\u043e\u043b\u044c"", ""10""]","""2025-04-15T20:54:11""",10,2025-04-15T20:54:11,,10016600006099000000
"255,0,0,1",POINT (37.6747806 48.3558878),"[""red""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.2""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u0430\u043b\u0435\u043a\u0441\u0430\u043d\u0434\u0440\u043e\u043f\u043e\u043b\u044c"", ""11""]","""2025-04-15T20:54:16""",11,2025-04-15T20:54:16,,10016600006099000000
"255,0,0,1",POINT (37.6744166 48.3547366),"[""red""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.2""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u0430\u043b\u0435\u043a\u0441\u0430\u043d\u0434\u0440\u043e\u043f\u043e\u043b\u044c"", ""12""]","""2025-04-15T20:54:40""",12,2025-04-15T20:54:40,,10016600006099000000
"255,0,0,1",POINT (37.6740675 48.3655873),"[""red""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.2""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u0430\u043b\u0435\u043a\u0441\u0430\u043d\u0434\u0440\u043e\u043f\u043e\u043b\u044c"", ""\u041d\u0430\u0431\u0435\u0440\u0435\u0436\u043d\u0430\u044f8""]","""2025-04-15T20:55:30""",Набережная8,2025-04-15T20:55:30,,10016600006099000000
"255,0,0,1",POINT (37.6735536 48.3655885),"[""red""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.2""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u0430\u043b\u0435\u043a\u0441\u0430\u043d\u0434\u0440\u043e\u043f\u043e\u043b\u044c"", ""\u041d\u0430\u0431\u0435\u0440\u0435\u0436\u043d\u0430\u044f3""]","""2025-04-15T20:55:36""",Набережная3,2025-04-15T20:55:36,,10016600006099000000
"255,0,0,1",POINT (37.6741746 48.3661544),"[""red""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.2""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u0430\u043b\u0435\u043a\u0441\u0430\u043d\u0434\u0440\u043e\u043f\u043e\u043b\u044c"", ""\u041d\u0430\u0431\u0435\u0440\u0435\u0436\u043d\u0430\u044f6""]","""2025-04-15T20:55:41""",Набережная6,2025-04-15T20:55:41,,10016600006099000000
"255,0,0,1",POINT (37.6742497 48.3664599),"[""red""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.2""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u0430\u043b\u0435\u043a\u0441\u0430\u043d\u0434\u0440\u043e\u043f\u043e\u043b\u044c"", ""\u041d\u0430\u0431\u0435\u0440\u0435\u0436\u043d\u0430\u044f4""]","""2025-04-15T20:55:44""",Набережная4,2025-04-15T20:55:44,,10016600006099000000
"255,0,0,1",POINT (37.6743144 48.3666785),"[""red""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.2""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u0430\u043b\u0435\u043a\u0441\u0430\u043d\u0434\u0440\u043e\u043f\u043e\u043b\u044c"", ""\u041d\u0430\u0431\u0435\u0440\u0435\u0436\u043d\u0430\u044f2""]","""2025-04-15T20:55:48""",Набережная2,2025-04-15T20:55:48,,10016600006099000000
"255,0,0,1",POINT (37.673852 48.3667278),"[""red""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.2""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u0430\u043b\u0435\u043a\u0441\u0430\u043d\u0434\u0440\u043e\u043f\u043e\u043b\u044c"", ""\u041d\u0430\u0431\u0435\u0440\u0435\u0436\u043d\u0430\u044f1""]","""2025-04-15T20:55:53""",Набережная1,2025-04-15T20:55:53,,10016600006099000000
"255,0,0,1",POINT (37.6725832 48.3652723),"[""red""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.2""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u0430\u043b\u0435\u043a\u0441\u0430\u043d\u0434\u0440\u043e\u043f\u043e\u043b\u044c"", ""4""]","""2025-04-15T20:56:00""",4,2025-04-15T20:56:00,,10016600006099000000
"255,0,0,1",POINT (37.6723871 48.3644226),"[""red""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.2""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u0430\u043b\u0435\u043a\u0441\u0430\u043d\u0434\u0440\u043e\u043f\u043e\u043b\u044c"", ""6""]","""2025-04-15T20:56:07""",6,2025-04-15T20:56:07,,10016600006099000000
"255,0,0,1",POINT (37.671855 48.3648104),"[""red""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.2""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u0430\u043b\u0435\u043a\u0441\u0430\u043d\u0434\u0440\u043e\u043f\u043e\u043b\u044c"", ""3""]","""2025-04-15T20:56:12""",3,2025-04-15T20:56:12,,10016600006099000000
"255,0,0,1",POINT (37.6726554 48.3657687),"[""red""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.2""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u0430\u043b\u0435\u043a\u0441\u0430\u043d\u0434\u0440\u043e\u043f\u043e\u043b\u044c"", ""2""]","""2025-04-15T20:56:21""",2,2025-04-15T20:56:21,,10016600006099000000
"255,0,0,1",POINT (37.6723144 48.3660942),"[""red""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.2""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u0430\u043b\u0435\u043a\u0441\u0430\u043d\u0434\u0440\u043e\u043f\u043e\u043b\u044c"", ""1""]","""2025-04-15T20:56:25""",1,2025-04-15T20:56:25,,10016600006099000000
"255,0,0,1",POINT (37.6716803 48.3666102),"[""red""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.2""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u0430\u043b\u0435\u043a\u0441\u0430\u043d\u0434\u0440\u043e\u043f\u043e\u043b\u044c"", ""2""]","""2025-04-15T20:56:31""",2,2025-04-15T20:56:31,,10016600006099000000
