color,coordinates,milgeo:meta:color,milgeo:meta:creator,milgeo:meta:creator_orig,milgeo:meta:creator_url,milgeo:meta:desc,milgeo:meta:name,name,sidc
"123,104,238,1",POINT (37.5953059 48.3119406),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041a\u043e\u0447\u0435\u0440\u0433\u04301""]",Кочерга1,10016600006099000000
"123,104,238,1",POINT (37.5959311 48.3127397),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041a\u043e\u0447\u0435\u0440\u0433\u04302""]",Кочерга2,10016600006099000000
"123,104,238,1",POINT (37.5965566 48.3135297),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041a\u043e\u0447\u0435\u0440\u0433\u04303""]",Кочерга3,10016600006099000000
"123,104,238,1",POINT (37.5971818 48.3143288),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041a\u043e\u0447\u0435\u0440\u0433\u04304""]",Кочерга4,10016600006099000000
"123,104,238,1",POINT (37.5978206 48.315128),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041a\u043e\u0447\u0435\u0440\u0433\u04305""]",Кочерга5,10016600006099000000
"123,104,238,1",POINT (37.5984461 48.315918),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041a\u043e\u0447\u0435\u0440\u0433\u04306""]",Кочерга6,10016600006099000000
"123,104,238,1",POINT (37.5990714 48.3167171),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041a\u043e\u0447\u0435\u0440\u0433\u04307""]",Кочерга7,10016600006099000000
"123,104,238,1",POINT (37.5996968 48.3175161),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041a\u043e\u0447\u0435\u0440\u0433\u04308""]",Кочерга8,10016600006099000000
"123,104,238,1",POINT (37.6003224 48.3183061),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041a\u043e\u0447\u0435\u0440\u0433\u04309""]",Кочерга9,10016600006099000000
"123,104,238,1",POINT (37.6009477 48.3191052),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041a\u043e\u0447\u0435\u0440\u0433\u043010""]",Кочерга10,10016600006099000000
"123,104,238,1",POINT (37.6015731 48.3199042),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041a\u043e\u0447\u0435\u0440\u0433\u043011""]",Кочерга11,10016600006099000000
"123,104,238,1",POINT (37.6021988 48.3206942),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041a\u043e\u0447\u0435\u0440\u0433\u043012""]",Кочерга12,10016600006099000000
"123,104,238,1",POINT (37.6028377 48.3214934),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041a\u043e\u0447\u0435\u0440\u0433\u043013""]",Кочерга13,10016600006099000000
"123,104,238,1",POINT (37.6055129 48.2985478),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u04331""]",Маг1,10016600006099000000
"123,104,238,1",POINT (37.6042123 48.2987928),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u04332""]",Маг2,10016600006099000000
"123,104,238,1",POINT (37.6029251 48.299038),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u04333""]",Маг3,10016600006099000000
"123,104,238,1",POINT (37.6016244 48.299283),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u04334""]",Маг4,10016600006099000000
"123,104,238,1",POINT (37.6003238 48.2995279),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u04335""]",Маг5,10016600006099000000
"123,104,238,1",POINT (37.5995353 48.3002648),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u04336""]",Маг6,10016600006099000000
"123,104,238,1",POINT (37.5996729 48.3011478),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u04337""]",Маг7,10016600006099000000
"123,104,238,1",POINT (37.5986857 48.3017563),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u04338""]",Маг8,10016600006099000000
"123,104,238,1",POINT (37.5976985 48.3023648),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u04339""]",Маг9,10016600006099000000
"123,104,238,1",POINT (37.5966976 48.3029822),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u043310""]",Маг10,10016600006099000000
"123,104,238,1",POINT (37.5957103 48.3035907),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u043311""]",Маг11,10016600006099000000
"123,104,238,1",POINT (37.595229 48.3044302),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u043312""]",Маг12,10016600006099000000
"123,104,238,1",POINT (37.594627 48.3052412),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u043313""]",Маг13,10016600006099000000
"123,104,238,1",POINT (37.5935604 48.3057947),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u043314""]",Маг14,10016600006099000000
"123,104,238,1",POINT (37.5926923 48.3064766),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u043315""]",Маг15,10016600006099000000
"123,104,238,1",POINT (37.5918243 48.3071585),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u043316""]",Маг16,10016600006099000000
"123,104,238,1",POINT (37.5909559 48.3078493),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u043317""]",Маг17,10016600006099000000
"123,104,238,1",POINT (37.5900741 48.30854),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u043318""]",Маг18,10016600006099000000
"123,104,238,1",POINT (37.5890208 48.3090937),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u043319""]",Маг19,10016600006099000000
"123,104,238,1",POINT (37.5883254 48.3098676),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u043320""]",Маг20,10016600006099000000
"123,104,238,1",POINT (37.5876436 48.3106326),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u043321""]",Маг21,10016600006099000000
"123,104,238,1",POINT (37.5869482 48.3114065),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u043322""]",Маг22,10016600006099000000
"123,104,238,1",POINT (37.5862527 48.3121804),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u043323""]",Маг23,10016600006099000000
"123,104,238,1",POINT (37.5855572 48.3129542),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u043324""]",Маг24,10016600006099000000
"123,104,238,1",POINT (37.5848754 48.3137193),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u043325""]",Маг25,10016600006099000000
"123,104,238,1",POINT (37.5841798 48.3144932),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u043326""]",Маг26,10016600006099000000
"123,104,238,1",POINT (37.5834842 48.315267),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u043327""]",Маг27,10016600006099000000
"123,104,238,1",POINT (37.5828555 48.3160597),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u043328""]",Маг28,10016600006099000000
"123,104,238,1",POINT (37.5822401 48.3168615),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u043329""]",Маг29,10016600006099000000
"123,104,238,1",POINT (37.5816113 48.3176542),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u043330""]",Маг30,10016600006099000000
"123,104,238,1",POINT (37.5809823 48.3184558),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u043331""]",Маг31,10016600006099000000
"123,104,238,1",POINT (37.580367 48.3192486),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u043332""]",Маг32,10016600006099000000
"123,104,238,1",POINT (37.579738 48.3200503),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u043333""]",Маг33,10016600006099000000
"123,104,238,1",POINT (37.5794571 48.3209371),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u043334""]",Маг34,10016600006099000000
"123,104,238,1",POINT (37.5786683 48.3216648),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u043335""]",Маг35,10016600006099000000
"123,104,238,1",POINT (37.5778262 48.3223649),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u043336""]",Маг36,10016600006099000000
"123,104,238,1",POINT (37.5769707 48.3230648),"[""purple"", ""#ff7b68ee""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.8b.r8787""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]",[],"[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041c\u0430\u043337""]",Маг37,10016600006099000000
