color,coordinates,milgeo:meta:color,milgeo:meta:creator,milgeo:meta:creator_url,milgeo:meta:desc,milgeo:meta:name,name,sidc
"247,247,247,1",POINT (37.4236444 48.4764161),"[""#fff7f7f7""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.30.32.899588.kml.ldk"", ""\u0434\u0435\u0444\u0444\u0435\u043a\u04426""]",деффект6,10016600006099000000
"247,247,247,1",POINT (37.4249874 48.4762906),"[""#fff7f7f7""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.30.32.899588.kml.ldk"", ""\u0434\u0435\u0444\u0444\u0435\u043a\u04427""]",деффект7,10016600006099000000
"247,247,247,1",POINT (37.4263171 48.4761559),"[""#fff7f7f7""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.30.32.899588.kml.ldk"", ""\u0434\u0435\u0444\u0444\u0435\u043a\u04428""]",деффект8,10016600006099000000
"247,247,247,1",POINT (37.42766 48.4760304),"[""#fff7f7f7""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.30.32.899588.kml.ldk"", ""\u0434\u0435\u0444\u0444\u0435\u043a\u04429""]",деффект9,10016600006099000000
"247,247,247,1",POINT (37.4290032 48.4758959),"[""#fff7f7f7""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.30.32.899588.kml.ldk"", ""\u0434\u0435\u0444\u0444\u0435\u043a\u044210""]",деффект10,10016600006099000000
"247,247,247,1",POINT (37.4303326 48.4757701),"[""#fff7f7f7""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.30.32.899588.kml.ldk"", ""\u0434\u0435\u0444\u0444\u0435\u043a\u044211""]",деффект11,10016600006099000000
"247,247,247,1",POINT (37.4316758 48.4756356),"[""#fff7f7f7""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.30.32.899588.kml.ldk"", ""\u0434\u0435\u0444\u0444\u0435\u043a\u044212""]",деффект12,10016600006099000000
"247,247,247,1",POINT (37.4330055 48.4755008),"[""#fff7f7f7""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.30.32.899588.kml.ldk"", ""\u0434\u0435\u0444\u0444\u0435\u043a\u044213""]",деффект13,10016600006099000000
"247,247,247,1",POINT (37.4343484 48.4753752),"[""#fff7f7f7""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.30.32.899588.kml.ldk"", ""\u0434\u0435\u0444\u0444\u0435\u043a\u044214""]",деффект14,10016600006099000000
"247,247,247,1",POINT (37.4356916 48.4752406),"[""#fff7f7f7""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.30.32.899588.kml.ldk"", ""\u0434\u0435\u0444\u0444\u0435\u043a\u044215""]",деффект15,10016600006099000000
"247,247,247,1",POINT (37.4370209 48.4751147),"[""#fff7f7f7""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.30.32.899588.kml.ldk"", ""\u0434\u0435\u0444\u0444\u0435\u043a\u044216""]",деффект16,10016600006099000000
"247,247,247,1",POINT (37.4383641 48.4749801),"[""#fff7f7f7""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.30.32.899588.kml.ldk"", ""\u0434\u0435\u0444\u0444\u0435\u043a\u044217""]",деффект17,10016600006099000000
"247,247,247,1",POINT (37.439707 48.4748544),"[""#fff7f7f7""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.30.32.899588.kml.ldk"", ""\u0434\u0435\u0444\u0444\u0435\u043a\u044218""]",деффект18,10016600006099000000
"247,247,247,1",POINT (37.4410366 48.4747196),"[""#fff7f7f7""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.30.32.899588.kml.ldk"", ""\u0434\u0435\u0444\u0444\u0435\u043a\u044219""]",деффект19,10016600006099000000
"247,247,247,1",POINT (37.4423795 48.4745939),"[""#fff7f7f7""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.30.32.899588.kml.ldk"", ""\u0434\u0435\u0444\u0444\u0435\u043a\u044220""]",деффект20,10016600006099000000
"247,247,247,1",POINT (37.4437091 48.474459),"[""#fff7f7f7""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.30.32.899588.kml.ldk"", ""\u0434\u0435\u0444\u0444\u0435\u043a\u044221""]",деффект21,10016600006099000000
"247,247,247,1",POINT (37.4450519 48.4743332),"[""#fff7f7f7""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.30.32.899588.kml.ldk"", ""\u0434\u0435\u0444\u0444\u0435\u043a\u044222""]",деффект22,10016600006099000000
"247,247,247,1",POINT (37.446395 48.4741985),"[""#fff7f7f7""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.30.32.899588.kml.ldk"", ""\u0434\u0435\u0444\u0444\u0435\u043a\u044223""]",деффект23,10016600006099000000
"247,247,247,1",POINT (37.4477244 48.4740725),"[""#fff7f7f7""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.30.32.899588.kml.ldk"", ""\u0434\u0435\u0444\u0444\u0435\u043a\u044224""]",деффект24,10016600006099000000
"247,247,247,1",POINT (37.4490675 48.4739378),"[""#fff7f7f7""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.30.32.899588.kml.ldk"", ""\u0434\u0435\u0444\u0444\u0435\u043a\u044225""]",деффект25,10016600006099000000
"255,0,255,1",POINT (37.4445715 48.4692546),"[""#ffff00ff""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""\u0444\u0438\u0437\u0438\u043a\u04303""]",физика3,10016600006099000000
"255,0,255,1",POINT (37.4438864 48.4682201),"[""#ffff00ff""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""\u0444\u0438\u0437\u0438\u043a\u04302""]",физика2,10016600006099000000
"255,0,255,1",POINT (37.443201 48.4671946),"[""#ffff00ff""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""\u0444\u0438\u0437\u0438\u043a\u04301""]",физика1,10016600006099000000
"255,0,255,1",POINT (37.4467002 48.4704075),"[""#ffff00ff""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""\u0444\u0438\u0437\u0438\u043a\u04305""]",физика5,10016600006099000000
"255,0,255,1",POINT (37.4456133 48.4696823),"[""#ffff00ff""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""\u0444\u0438\u0437\u0438\u043a\u04304""]",физика4,10016600006099000000
"255,0,255,1",POINT (37.4475687 48.4738546),"[""#ffff00ff""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""\u0444\u0438\u0437\u0438\u043a\u04309""]",физика9,10016600006099000000
"255,0,255,1",POINT (37.4473809 48.4729168),"[""#ffff00ff""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""\u0444\u0438\u0437\u0438\u043a\u04308""]",физика8,10016600006099000000
"255,0,255,1",POINT (37.4471794 48.4719878),"[""#ffff00ff""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""\u0444\u0438\u0437\u0438\u043a\u04307""]",физика7,10016600006099000000
"255,0,255,1",POINT (37.4469916 48.4710499),"[""#ffff00ff""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""\u0444\u0438\u0437\u0438\u043a\u04306""]",физика6,10016600006099000000
"255,165,0,1",POINT (37.4188236 48.4713767),"[""#ffffa500""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""\u043c\u0435\u0442\u0430\u0444\u043e\u0440\u04306""]",метафора6,10016600006099000000
"255,165,0,1",POINT (37.4183213 48.4723051),"[""#ffffa500""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""\u043c\u0435\u0442\u0430\u0444\u043e\u0440\u04305""]",метафора5,10016600006099000000
"255,165,0,1",POINT (37.4178323 48.4732427),"[""#ffffa500""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""\u043c\u0435\u0442\u0430\u0444\u043e\u0440\u04304""]",метафора4,10016600006099000000
"255,165,0,1",POINT (37.4173301 48.4741711),"[""#ffffa500""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""\u043c\u0435\u0442\u0430\u0444\u043e\u0440\u04303""]",метафора3,10016600006099000000
"255,165,0,1",POINT (37.416841 48.4751086),"[""#ffffa500""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""\u043c\u0435\u0442\u0430\u0444\u043e\u0440\u04302""]",метафора2,10016600006099000000
"255,165,0,1",POINT (37.4163387 48.476037),"[""#ffffa500""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""\u043c\u0435\u0442\u0430\u0444\u043e\u0440\u04301""]",метафора1,10016600006099000000
"255,165,0,1",POINT (37.4229631 48.4687266),"[""#ffffa500""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""\u043c\u0435\u0442\u0430\u0444\u043e\u0440\u043010""]",метафора10,10016600006099000000
"255,165,0,1",POINT (37.4219269 48.4694318),"[""#ffffa500""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""\u043c\u0435\u0442\u0430\u0444\u043e\u0440\u04309""]",метафора9,10016600006099000000
"255,165,0,1",POINT (37.4208772 48.4701369),"[""#ffffa500""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""\u043c\u0435\u0442\u0430\u0444\u043e\u0440\u04308""]",метафора8,10016600006099000000
"255,165,0,1",POINT (37.419841 48.4708421),"[""#ffffa500""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""\u043c\u0435\u0442\u0430\u0444\u043e\u0440\u04307""]",метафора7,10016600006099000000
"255,228,181,1",POINT (37.416683 48.4832273),"[""#ffffe4b5""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.58.52.7108.kml.ldk"", ""\u0441\u0443\u0434\u044c\u0431\u04301""]",судьба1,10016600006099000000
"255,228,181,1",POINT (37.4180399 48.4830931),"[""#ffffe4b5""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.58.52.7108.kml.ldk"", ""\u0441\u0443\u0434\u044c\u0431\u04302""]",судьба2,10016600006099000000
"255,228,181,1",POINT (37.4194106 48.4829501),"[""#ffffe4b5""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.58.52.7108.kml.ldk"", ""\u0441\u0443\u0434\u044c\u0431\u04303""]",судьба3,10016600006099000000
"255,228,181,1",POINT (37.4207676 48.4828158),"[""#ffffe4b5""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.58.52.7108.kml.ldk"", ""\u0441\u0443\u0434\u044c\u0431\u04304""]",судьба4,10016600006099000000
"255,228,181,1",POINT (37.4221383 48.4826728),"[""#ffffe4b5""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.58.52.7108.kml.ldk"", ""\u0441\u0443\u0434\u044c\u0431\u04305""]",судьба5,10016600006099000000
"255,228,181,1",POINT (37.4234952 48.4825385),"[""#ffffe4b5""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.58.52.7108.kml.ldk"", ""\u0441\u0443\u0434\u044c\u0431\u04306""]",судьба6,10016600006099000000
"255,228,181,1",POINT (37.4248659 48.4823954),"[""#ffffe4b5""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.58.52.7108.kml.ldk"", ""\u0441\u0443\u0434\u044c\u0431\u04307""]",судьба7,10016600006099000000
"255,228,181,1",POINT (37.4262228 48.4822611),"[""#ffffe4b5""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.58.52.7108.kml.ldk"", ""\u0441\u0443\u0434\u044c\u0431\u04308""]",судьба8,10016600006099000000
"255,228,181,1",POINT (37.4275933 48.4821269),"[""#ffffe4b5""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.58.52.7108.kml.ldk"", ""\u0441\u0443\u0434\u044c\u0431\u04309""]",судьба9,10016600006099000000
"255,228,181,1",POINT (37.4289504 48.4819836),"[""#ffffe4b5""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.58.52.7108.kml.ldk"", ""\u0441\u0443\u0434\u044c\u0431\u043010""]",судьба10,10016600006099000000
"255,228,181,1",POINT (37.4303208 48.4818494),"[""#ffffe4b5""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.58.52.7108.kml.ldk"", ""\u0441\u0443\u0434\u044c\u0431\u043011""]",судьба11,10016600006099000000
"255,228,181,1",POINT (37.431678 48.481706),"[""#ffffe4b5""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.58.52.7108.kml.ldk"", ""\u0441\u0443\u0434\u044c\u0431\u043012""]",судьба12,10016600006099000000
"255,228,181,1",POINT (37.4330484 48.4815718),"[""#ffffe4b5""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.58.52.7108.kml.ldk"", ""\u0441\u0443\u0434\u044c\u0431\u043013""]",судьба13,10016600006099000000
"255,228,181,1",POINT (37.4344055 48.4814284),"[""#ffffe4b5""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.58.52.7108.kml.ldk"", ""\u0441\u0443\u0434\u044c\u0431\u043014""]",судьба14,10016600006099000000
"255,228,181,1",POINT (37.4357759 48.4812942),"[""#ffffe4b5""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.58.52.7108.kml.ldk"", ""\u0441\u0443\u0434\u044c\u0431\u043015""]",судьба15,10016600006099000000
"255,228,181,1",POINT (37.437133 48.4811507),"[""#ffffe4b5""]","[""AlpineQuest 2.3.3""]","[""https://www.alpinequest.net""]",[],"[""KML-P-2025-05-01T14.58.52.7108.kml.ldk"", ""\u0441\u0443\u0434\u044c\u0431\u043016""]",судьба16,10016600006099000000
