color,coordinates,milgeo:meta:color,milgeo:meta:creator,milgeo:meta:creator_orig,milgeo:meta:creator_url,milgeo:meta:date,milgeo:meta:desc,milgeo:meta:icon,milgeo:meta:name,milgeo:meta:observation_datetime,name,observation_datetime,outline-color,sidc
"128,0,128,1",POINT (37.6313823 48.4216877),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T21:35:32Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b80""]","""2025-05-20T00:35:32""",Л80,2025-05-20T00:35:32,,10016600006099000000
"128,0,128,1",POINT (37.6303749 48.4216293),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T21:35:45Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b82""]","""2025-05-20T00:35:45""",Л82,2025-05-20T00:35:45,,10016600006099000000
"128,0,128,1",POINT (37.6298471 48.4216315),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T21:36:10Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b84""]","""2025-05-20T00:36:10""",Л84,2025-05-20T00:36:10,,10016600006099000000
"128,0,128,1",POINT (37.6294455 48.4216542),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T21:36:19Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b86""]","""2025-05-20T00:36:19""",Л86,2025-05-20T00:36:19,,10016600006099000000
"128,0,128,1",POINT (37.6283609 48.4216136),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T21:37:03Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b88""]","""2025-05-20T00:37:03""",Л88,2025-05-20T00:37:03,,10016600006099000000
"128,0,128,1",POINT (37.6281823 48.4216454),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T21:36:43Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b90""]","""2025-05-20T00:36:43""",Л90,2025-05-20T00:36:43,,10016600006099000000
"128,0,128,1",POINT (37.6278568 48.4216391),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T21:29:32Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b92""]","""2025-05-20T00:29:32""",Л92,2025-05-20T00:29:32,,10016600006099000000
"128,0,128,1",POINT (37.6264049 48.4211369),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T21:28:09Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b93""]","""2025-05-20T00:28:09""",Л93,2025-05-20T00:28:09,,10016600006099000000
"128,0,128,1",POINT (37.6274272 48.4216095),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T21:29:22Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b94""]","""2025-05-20T00:29:22""",Л94,2025-05-20T00:29:22,,10016600006099000000
"128,0,128,1",POINT (37.6258084 48.4211374),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T21:28:22Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b95""]","""2025-05-20T00:28:22""",Л95,2025-05-20T00:28:22,,10016600006099000000
"128,0,128,1",POINT (37.6269628 48.4216182),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T21:29:05Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b96""]","""2025-05-20T00:29:05""",Л96,2025-05-20T00:29:05,,10016600006099000000
"128,0,128,1",POINT (37.6240809 48.4211105),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T21:25:51Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b97""]","""2025-05-20T00:25:51""",Л97,2025-05-20T00:25:51,,10016600006099000000
"128,0,128,1",POINT (37.6263625 48.4216394),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T21:27:33Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b98""]","""2025-05-20T00:27:33""",Л98,2025-05-20T00:27:33,,10016600006099000000
"128,0,128,1",POINT (37.6227611 48.4211238),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T21:23:15Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b99 \u0448\u043a\u043e\u043b\u0430""]","""2025-05-20T00:23:15""",Л99 школа,2025-05-20T00:23:15,,10016600006099000000
"128,0,128,1",POINT (37.6259577 48.4216072),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T21:27:23Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b100""]","""2025-05-20T00:27:23""",Л100,2025-05-20T00:27:23,,10016600006099000000
"128,0,128,1",POINT (37.6211883 48.4211205),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T21:22:38Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b101""]","""2025-05-20T00:22:38""",Л101,2025-05-20T00:22:38,,10016600006099000000
"128,0,128,1",POINT (37.6253936 48.4215922),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T21:26:27Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b102""]","""2025-05-20T00:26:27""",Л102,2025-05-20T00:26:27,,10016600006099000000
"128,0,128,1",POINT (37.6202251 48.4210442),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T21:14:35Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b103""]","""2025-05-20T00:14:35""",Л103,2025-05-20T00:14:35,,10016600006099000000
"128,0,128,1",POINT (37.6245998 48.4216571),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T21:26:06Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b104""]","""2025-05-20T00:26:06""",Л104,2025-05-20T00:26:06,,10016600006099000000
"128,0,128,1",POINT (37.6198606 48.4210723),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T21:14:22Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b105""]","""2025-05-20T00:14:22""",Л105,2025-05-20T00:14:22,,10016600006099000000
"128,0,128,1",POINT (37.6226548 48.4214784),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T21:23:44Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b106""]","""2025-05-20T00:23:44""",Л106,2025-05-20T00:23:44,,10016600006099000000
"128,0,128,1",POINT (37.6180357 48.4210293),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T20:58:50Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b107""]","""2025-05-19T23:58:50""",Л107,2025-05-19T23:58:50,,10016600006099000000
"128,0,128,1",POINT (37.6220429 48.4215256),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T21:24:53Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b108""]","""2025-05-20T00:24:53""",Л108,2025-05-20T00:24:53,,10016600006099000000
"128,0,128,1",POINT (37.6173278 48.4210278),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T20:58:37Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b109""]","""2025-05-19T23:58:37""",Л109,2025-05-19T23:58:37,,10016600006099000000
"128,0,128,1",POINT (37.620883 48.4215308),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T21:25:11Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b110""]","""2025-05-20T00:25:11""",Л110,2025-05-20T00:25:11,,10016600006099000000
"128,0,128,1",POINT (37.6164265 48.4210269),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T20:56:16Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b111""]","""2025-05-19T23:56:16""",Л111,2025-05-19T23:56:16,,10016600006099000000
"128,0,128,1",POINT (37.6199604 48.4215231),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T21:13:32Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b112""]","""2025-05-20T00:13:32""",Л112,2025-05-20T00:13:32,,10016600006099000000
"128,0,128,1",POINT (37.6159711 48.4210093),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T20:57:45Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b113""]","""2025-05-19T23:57:45""",Л113,2025-05-19T23:57:45,,10016600006099000000
"128,0,128,1",POINT (37.6194858 48.4215088),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T21:13:26Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b114""]","""2025-05-20T00:13:26""",Л114,2025-05-20T00:13:26,,10016600006099000000
"128,0,128,1",POINT (37.6141864 48.4208425),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T20:44:49Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b115""]","""2025-05-19T23:44:49""",Л115,2025-05-19T23:44:49,,10016600006099000000
"128,0,128,1",POINT (37.6191056 48.4215535),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T21:13:09Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b116""]","""2025-05-20T00:13:09""",Л116,2025-05-20T00:13:09,,10016600006099000000
"128,0,128,1",POINT (37.6117568 48.42102),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T20:43:58Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b117""]","""2025-05-19T23:43:58""",Л117,2025-05-19T23:43:58,,10016600006099000000
"128,0,128,1",POINT (37.6182021 48.421546),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T20:50:19Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b118""]","""2025-05-19T23:50:19""",Л118,2025-05-19T23:50:19,,10016600006099000000
"128,0,128,1",POINT (37.617236 48.4215696),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T20:49:56Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b120""]","""2025-05-19T23:49:56""",Л120,2025-05-19T23:49:56,,10016600006099000000
"128,0,128,1",POINT (37.6108042 48.4209579),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T20:44:19Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b121""]","""2025-05-19T23:44:19""",Л121,2025-05-19T23:44:19,,10016600006099000000
"128,0,128,1",POINT (37.6163697 48.4215301),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T20:48:44Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b122""]","""2025-05-19T23:48:44""",Л122,2025-05-19T23:48:44,,10016600006099000000
"128,0,128,1",POINT (37.603068 48.4209008),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T20:00:32Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b123""]","""2025-05-19T23:00:32""",Л123,2025-05-19T23:00:32,,10016600006099000000
"128,0,128,1",POINT (37.6160606 48.4215281),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T20:48:18Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b124""]","""2025-05-19T23:48:18""",Л124,2025-05-19T23:48:18,,10016600006099000000
"128,0,128,1",POINT (37.6019452 48.4209088),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T20:00:44Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b125""]","""2025-05-19T23:00:44""",Л125,2025-05-19T23:00:44,,10016600006099000000
"128,0,128,1",POINT (37.6155275 48.4215226),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T20:48:06Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b126""]","""2025-05-19T23:48:06""",Л126,2025-05-19T23:48:06,,10016600006099000000
"128,0,128,1",POINT (37.6009501 48.4209258),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T20:01:05Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b127""]","""2025-05-19T23:01:05""",Л127,2025-05-19T23:01:05,,10016600006099000000
"128,0,128,1",POINT (37.6147601 48.4214851),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T20:47:30Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b128""]","""2025-05-19T23:47:30""",Л128,2025-05-19T23:47:30,,10016600006099000000
"128,0,128,1",POINT (37.5993496 48.4211069),"[""purple""]","[""AlpineQuest 2.3.9.r9012"", ""AlpineQuest 2.3.8b.r8787""]","[""AlpineQuest 2.3.9.r9012""]","[""https://www.alpinequest.net"", ""https://www.alpinequest.net""]","[""2025-05-19T19:59:28Z""]",[],"[""1.\u0446\u0435\u043b\u044c""]","[""2.2. \u0426\u0435\u043b\u0438 \u0440\u0430\u0431\u043e\u0447\u0438\u0435 \u041b\u0415\u0421\u041e\u041f\u041e\u041b\u041e\u0421\u042b"", ""\u041b129""]","""2025-05-19T22:59:28""",Л129,2025-05-19T22:59:28,,10016600006099000000
